region,indicator,value,year
RS11,pop_density,536.4,2019
PT17,pop_density,1026.6,2022
PT16,pop_density,80.2,2022
NL31,pop_density,981.3,2022
NL33,pop_density,1310.9,2022
PT18,pop_density,22.9,2022
AT22,pop_density,78.2,2024
AT31,pop_density,130.9,2024
IS00,pop_density,3.8,2024
HU31,pop_density,81.1,2024
HU32,pop_density,80.1,2024
HU22,pop_density,87.4,2024
HU23,pop_density,61.7,2024
ITC,pop_density,279.8,2024
AT33,pop_density,62.1,2024
ITF,pop_density,182.6,2024
SE31,pop_density,13.4,2024
DE3,pop_density,4342.6,2024
SE21,pop_density,26.6,2024
DE8,pop_density,69.8,2024
DE9,pop_density,169.0,2024
DE2,pop_density,189.0,2024
DE6,pop_density,2615.6,2024
DE7,pop_density,298.2,2024
DE5,pop_density,1799.9,2024
SE22,pop_density,113.9,2024
NL23,pop_density,316.1,2024
FRD2,pop_density,152.3,2024
BE32,pop_density,359.8,2024
FRC1,pop_density,51.4,2024
FRC2,pop_density,72.6,2024
FRD1,pop_density,83.7,2024
FR10,pop_density,1048.2,2024
FRB0,pop_density,66.0,2024
BG31,pop_density,35.0,2024
NL32,pop_density,1086.4,2024
BE34,pop_density,67.1,2024
BE35,pop_density,138.9,2024
FI1B,pop_density,194.7,2024
FI1C,pop_density,36.6,2024
FI1D,pop_density,6.2,2024
FI20,pop_density,19.7,2024
FI19,pop_density,24.3,2024
BG33,pop_density,56.8,2024
SK04,pop_density,101.5,2024
ES63,pop_density,4168.7,2024
ES64,pop_density,6180.4,2024
NL34,pop_density,217.6,2024
BG32,pop_density,46.2,2024
NL41,pop_density,537.2,2024
ES62,pop_density,139.6,2024
ES52,pop_density,232.2,2024
NL42,pop_density,525.9,2024
ES53,pop_density,249.5,2024
ES61,pop_density,99.7,2024
ES43,pop_density,25.8,2024
NO02,pop_density,7.6,2024
ES51,pop_density,252.4,2024
BE25,pop_density,391.1,2024
BE31,pop_density,379.1,2024
FRF3,pop_density,98.4,2024
FRF1,pop_density,234.8,2024
FRF2,pop_density,50.9,2024
BE24,pop_density,568.5,2024
FRE1,pop_density,327.7,2024
FRE2,pop_density,98.6,2024
NL21,pop_density,354.7,2024
BE33,pop_density,294.3,2024
NL22,pop_density,431.0,2024
BG34,pop_density,48.6,2024
BG41,pop_density,99.9,2024
ES42,pop_density,26.7,2024
NO07,pop_density,4.6,2024
ES30,pop_density,885.8,2024
ES41,pop_density,25.5,2024
NO06,pop_density,12.3,2024
ES23,pop_density,64.7,2024
ES24,pop_density,28.6,2024
BG42,pop_density,59.0,2024
CH01,pop_density,211.6,2024
PL21,pop_density,220.8,2024
PL41,pop_density,116.5,2024
PL22,pop_density,345.9,2024
ES22,pop_density,65.8,2024
SK03,pop_density,80.3,2024
PL42,pop_density,72.1,2024
ES21,pop_density,310.9,2024
PL51,pop_density,141.7,2024
ES12,pop_density,95.8,2024
ES13,pop_density,112.4,2024
BE22,pop_density,379.3,2024
BE23,pop_density,532.2,2024
FRI3,pop_density,71.2,2024
ME0,pop_density,45.8,2024
NL11,pop_density,261.3,2024
FRI2,pop_density,43.0,2024
FRH0,pop_density,127.1,2024
FRI1,pop_density,87.6,2024
NL13,pop_density,189.2,2024
FRG0,pop_density,122.2,2024
NL12,pop_density,200.8,2024
CH02,pop_density,200.3,2024
EL65,pop_density,34.3,2024
PL43,pop_density,68.5,2024
ES11,pop_density,92.3,2024
SK02,pop_density,121.3,2024
EL64,pop_density,32.8,2024
PL52,pop_density,95.3,2024
PL62,pop_density,56.2,2024
PL63,pop_density,129.9,2024
EL63,pop_density,57.8,2024
PL61,pop_density,109.6,2024
CH03,pop_density,637.1,2024
CH04,pop_density,975.1,2024
PL81,pop_density,77.4,2024
PL72,pop_density,96.1,2024
SK01,pop_density,363.5,2024
PL91,pop_density,547.2,2024
PL71,pop_density,128.1,2024
EL62,pop_density,87.5,2024
PL84,pop_density,53.8,2024
PL82,pop_density,110.2,2024
AT34,pop_density,162.3,2024
BE10,pop_density,7827.4,2024
BE21,pop_density,692.0,2024
FRK2,pop_density,155.6,2024
LT02,pop_density,37.9,2024
FRL0,pop_density,168.7,2024
LV00,pop_density,30.0,2024
FRK1,pop_density,52.5,2024
FRJ1,pop_density,109.2,2024
FRJ2,pop_density,70.4,2024
SI04,pop_density,129.9,2024
CH05,pop_density,110.3,2024
CH06,pop_density,202.1,2024
PL92,pop_density,75.0,2024
EL61,pop_density,48.6,2024
EL52,pop_density,95.9,2024
EL53,pop_density,26.6,2024
EL54,pop_density,35.5,2024
PT15,pop_density,99.0,2024
EL51,pop_density,40.3,2024
PT11,pop_density,174.7,2024
CH07,pop_density,131.1,2024
SI03,pop_density,90.2,2024
EL42,pop_density,62.5,2024
EL43,pop_density,74.8,2024
SE33,pop_density,3.5,2024
EL30,pop_density,994.8,2024
EL41,pop_density,53.7,2024
DE1,pop_density,317.9,2024
EE00,pop_density,31.8,2024
HU12,pop_density,212.5,2024
HU21,pop_density,98.6,2024
AT32,pop_density,81.1,2024
ITI,pop_density,203.9,2024
HU11,pop_density,3305.3,2024
ITG,pop_density,128.2,2024
HR02,pop_density,43.2,2024
HR03,pop_density,53.7,2024
ITH,pop_density,191.2,2024
LT01,pop_density,92.6,2024
FRM0,pop_density,41.5,2024
DEG,pop_density,130.8,2024
SE32,pop_density,5.3,2024
CY0,pop_density,105.8,2024
DEE,pop_density,105.7,2024
DEF,pop_density,191.9,2024
SE11,pop_density,377.7,2024
DEC,pop_density,395.0,2024
DED,pop_density,222.7,2024
DEA,pop_density,532.7,2024
SE12,pop_density,46.0,2024
DEB,pop_density,209.3,2024
HU33,pop_density,65.6,2024
DE4,pop_density,88.1,2024
SE23,pop_density,72.3,2024
IE04,pop_density,38.2,2024
IE05,pop_density,60.9,2024
IE06,pop_density,185.6,2024
AT11,pop_density,79.8,2024
AT21,pop_density,60.9,2024
AT13,pop_density,5093.5,2024
AT12,pop_density,91.3,2024
