group,n,d_SD,d_UN,d_BE,d_TR,d_CO,d_SE,d_PO,d_AC,d_HE,d_ST,dim_openness,dim_transcendence,dim_conservation,dim_enhancement,group_order,cntry,variable,var_label
Town,616,0.36811666327587067,0.7378114229357984,0.8702186302770297,0.09791954635454883,-0.31182350443673523,0.5047600805573358,-1.2157668742571799,-0.9739874759103964,0.23748041052950172,-0.7021619695809935,-0.03218829859187369,0.804015026606414,0.09695204082504981,-1.094877175083788,1,FR,domicil,Urbanisation
Village / rural,682,0.40397316001623085,0.8427364418322119,0.8606452922787476,0.16669436135871407,-0.27215574193707415,0.3809410162723281,-1.4382575396505632,-1.0783410123154555,0.34325302557325976,-0.6325451722395659,0.03822700444997489,0.8516908670554798,0.09209554537363458,-1.2582992759830094,2,FR,domicil,Urbanisation
Low (<12 yrs),447,0.36339148617530564,0.6865440468595602,0.773644152335349,0.19702619537597435,-0.10155309909201118,0.6708808167981603,-1.3184865806707535,-1.0243959861390526,0.2298693946220751,-0.8143425821315482,-0.0736939004447225,0.7300940995974545,0.2554513043607078,-1.171441283404903,0,FR,education,Education
Medium (12-15 yrs),863,0.3759984418216117,0.734825248728486,0.8805113637910079,0.1045007331359093,-0.33594330892078583,0.39066177202369873,-1.292234963234493,-1.027672188088148,0.36422839840701315,-0.5769232725609793,0.05443452255588182,0.8076683062597471,0.05307306541294073,-1.1599535756613206,1,FR,education,Education
High (16+ yrs),434,0.4506137468532265,0.9925871951132359,0.8839914070595944,-0.015127484741555997,-0.5078675147093483,0.2224352524110356,-1.374334405674483,-0.9678704382674725,0.34464607216515275,-0.54212476592642,0.08437835103065308,0.938289301086415,-0.09958888672012933,-1.171102421970978,2,FR,education,Education
Men,865,0.3317744528588541,0.6782759380976908,0.7455281669342874,0.02952509784023346,-0.25230848439159154,0.3625427866793306,-1.1973119017510025,-0.9088648957097125,0.3926343507041269,-0.5248297206422899,0.06652636097356368,0.7119020525159891,0.04658646670932418,-1.0530883987303574,0,FR,gender,Gender
Women,879,0.4411821470064498,0.8672011466037998,0.9455356579777336,0.17892033764803245,-0.3484110452237128,0.5110770422729773,-1.4307898595707231,-1.1118948492008842,0.25060407381898314,-0.7504536799958945,-0.019555819723487203,0.9063684022907667,0.11407253956232029,-1.2713423543858038,1,FR,gender,Gender
Low (0-3),769,0.4803835999530885,0.8373574068209516,0.8666706432074351,-0.20230009784644445,-0.3384127698212564,0.36372927223234525,-1.3141788488716368,-0.9697112118596256,0.4350404691792749,-0.5871404648015889,0.10942786811025815,0.8520140250141934,-0.058994531811785184,-1.1419450303656313,0,FR,religiosity,Religiosity
Medium (4-6),398,0.3424457314023504,0.7537369106893742,0.871635028883971,0.17077992057924393,-0.25556580415053715,0.4309385992616775,-1.2787614885420613,-1.0444411187607063,0.2707206703663768,-0.6435929146943871,-0.010142170975219926,0.8126859697866724,0.11538423856346139,-1.1616013036513837,1,FR,religiosity,Religiosity
High (7-10),566,0.30132418116202325,0.7191765331339621,0.8163659782453083,0.4501559107881311,-0.2958029027256333,0.5311227107500148,-1.3494797844201847,-1.0544149897379342,0.21205339458758166,-0.6977282126607364,-0.0614502123037105,0.7677712556896353,0.22878629232862321,-1.2019473870790593,2,FR,religiosity,Religiosity
15-29,174,0.3999946755532773,0.573896964259964,0.6985395589371802,-0.34260059933414383,-0.8045517139715419,0.18214034090414832,-0.7713263860224822,-0.10237482780208915,-0.017431595719396467,-0.11119488597106418,0.09045606462093887,0.636218261598572,-0.3207470246237864,-0.43685060691228567,0,GB,age,Age group
30-44,365,0.558794829965816,0.7453921298845617,0.7963923930827255,-0.2037192281755325,-0.4903531911294338,0.24691883833764802,-0.9917054843950154,-0.36467849438736155,-0.2530518542131783,-0.42650882818093744,-0.04025528414276658,0.7708922614836435,-0.14757316912200982,-0.6781919893911883,1,GB,age,Age group
45-59,340,0.5232872928900193,0.823050598037813,0.9110453035854186,0.1405199353738329,-0.3278370755759272,0.3790826123204057,-1.2346671467350765,-0.5532956050973233,-0.40707356379678944,-0.7032381399136026,-0.19574695042282,0.8670479508116159,0.06383259558849301,-0.8939813759161999,2,GB,age,Age group
60-74,390,0.45638858048032666,0.8083788637223412,0.9135403959991407,0.20885294862308154,-0.10904824962661663,0.6400538654986244,-1.332293739641404,-0.8433200979014472,-0.36758213650316346,-0.8159194910744676,-0.24237101569910147,0.8609596298607408,0.24821828675393778,-1.0898326116568076,3,GB,age,Age group
75+,246,0.4160452367038309,0.6643786715881946,0.8232122921150486,0.2107832708414118,0.08702724027711892,0.6365724484939382,-1.0286395404092965,-0.7335556819843403,-0.4927164018540382,-0.9692756667974832,-0.3486489439825635,0.7437954818516216,0.31146098653748966,-0.8882801682684548,4,GB,age,Age group
City & suburbs,548,0.4779298474518621,0.681035574656554,0.7967286320480682,-0.009143916130472617,-0.4106776130421118,0.38343740179209224,-0.9760603026212774,-0.43709870799194595,-0.35190456559967853,-0.5334894292528433,-0.13608508322932525,0.738882103352311,-0.011305837468086076,-0.7065795053066117,0,GB,domicil,Urbanisation
Town,633,0.45889517795505874,0.738838046651611,0.8178531906310086,-0.03903494695210858,-0.35163400885193924,0.387988937127458,-1.1169568258440767,-0.4789027442382552,-0.2375405646402149,-0.5748273995218873,-0.1179925806065468,0.7783456186413098,9.311547965458904e-05,-0.7979297850411661,1,GB,domicil,Urbanisation
Village / rural,349,0.5468772151629501,0.7960017619960074,0.8945316501736249,0.008535345627745921,-0.3295319624396218,0.41245276675063497,-1.1538171184111077,-0.6437275915110565,-0.30890739033093517,-0.6331916922445805,-0.13174062247085516,0.8452667060848161,0.03048538331291972,-0.9049163750192332,2,GB,domicil,Urbanisation
Low (<12 yrs),429,0.29668913275806,0.6007762417988503,0.8902042134591865,0.19341822958715219,-0.10454470714830016,0.6367026282163388,-1.0121485566089823,-0.6777989775313165,-0.3495758642920396,-0.8250198957098204,-0.2926355424146,0.7454902276290184,0.24254716412858976,-0.8485148286293321,0,GB,education,Education
Medium (12-15 yrs),445,0.4117721024590032,0.6899160672938024,0.8287634684167724,-0.026495254387182945,-0.29614708646920307,0.4087245501507343,-1.0963494158423168,-0.5482108808018095,-0.19283398623406767,-0.5354304995322233,-0.10580879505906776,0.7593397678552873,0.03003798277423253,-0.8238254434265736,1,GB,education,Education
High (16+ yrs),599,0.6178892642755005,0.853439524043684,0.8082361670481222,-0.13032282541015514,-0.5423876011325491,0.2504408436331169,-1.128611900600469,-0.383475596398048,-0.3360034553822588,-0.46332780501409215,-0.06060355067983784,0.830837845545903,-0.14052810040609612,-0.7560437484992586,2,GB,education,Education
Men,757,0.4770922643343593,0.6730621334787101,0.7594251395212887,-0.037120606237061426,-0.346824568414079,0.3359693167040345,-0.9960348532965105,-0.4480911894874744,-0.2113034750574253,-0.5596322477188224,-0.09825956321730474,0.7162436364999993,-0.015539712286724565,-0.7220630213919925,0,GB,gender,Gender
Women,779,0.4889020106842897,0.7879298015746531,0.8932775727064417,0.0015708590040867593,-0.38740495800292807,0.44507123907184715,-1.1460672319586958,-0.5493304261446047,-0.3782507379942011,-0.5878612381647682,-0.15906998849155987,0.8406036871405473,0.020746443079406627,-0.8503442469189174,1,GB,gender,Gender
Low (0-3),864,0.5714283061850758,0.8098104124924655,0.876939560435457,-0.23696940826177856,-0.503688121611661,0.34266193000285133,-1.1133517023733597,-0.4819959738194789,-0.19796766591253467,-0.4918637495845208,-0.039467703103993224,0.8433749864639613,-0.13232134035296428,-0.7976738380964191,0,GB,religiosity,Religiosity
Medium (4-6),364,0.3787325833926953,0.6280809092585581,0.7669928642774719,0.19922157607710686,-0.23851380553528875,0.4130840102012296,-0.9978610064817545,-0.5488845856199909,-0.3272132793639949,-0.6214558279101225,-0.1899788412938074,0.6975368867680151,0.1254419380698411,-0.7793309583307265,1,GB,religiosity,Religiosity
High (7-10),304,0.34031806176191076,0.6202636849166618,0.7569487359889352,0.3719347563223743,-0.10823548663401167,0.5112283358844077,-1.0287737002817565,-0.48252401015136537,-0.5503512525292208,-0.7715501869584529,-0.3268944594508521,0.6886062104527986,0.2599797042093245,-0.755648855216561,2,GB,religiosity,Religiosity
15-29,357,0.44720430262119015,0.1993718167626168,0.2996496369282695,-0.47330288561623496,-0.5769758788045661,0.5113681371041517,-0.4996041359181181,-0.22482054803711596,0.2231800743743223,-0.002133625845334924,0.22275025038339252,0.24951072684544318,-0.17868246185116968,-0.36221234197761704,0,GR,age,Age group
30-44,675,0.3650847909548302,0.25084929556272356,0.4154278020004888,-0.1113121883653847,-0.4011607409462841,0.6027485273730028,-0.6089979157105613,-0.2870479349738954,-0.027848739161843602,-0.3263046608748239,0.003643796972720904,0.33313854878160626,0.03009186602044463,-0.44802292534222826,1,GR,age,Age group
45-59,818,0.3706806634252716,0.3056028126685149,0.4851736399803213,0.0516831879193044,-0.30624467118935794,0.7031411888266174,-0.6791556698128488,-0.39557518929289226,-0.17486181246828825,-0.5187541375847663,-0.10764509554259431,0.3953882263244181,0.14948048170504707,-0.5373654295528706,2,GR,age,Age group
60-74,613,0.30917841547301916,0.34715184447498837,0.5987388716883812,0.39091478259095963,-0.15352930396400744,0.8120330409517672,-0.8377574210150531,-0.6449225548326235,-0.2572232801896427,-0.747892358336064,-0.23197907435089588,0.4729453580816848,0.35056398971070374,-0.7413399879238383,3,GR,age,Age group
75+,283,-0.0740609754238804,0.538277682106009,0.6288928492972943,0.7042331664608351,0.3400120275274569,1.0249335313121557,-0.8689822802233498,-0.694686553448119,-0.7654084694975924,-1.1089824862459434,-0.6494839770558054,0.5835852657016516,0.689726241766816,-0.7818344168357344,4,GR,age,Age group
City & suburbs,1516,0.40188389397746327,0.28090175975629095,0.4799452244551559,-0.002835695263965105,-0.41066084538102254,0.7035634557880416,-0.6400279201968101,-0.41824523302221805,-0.09466786849004498,-0.4448146952733177,-0.04586622326196645,0.3804234921057234,0.09667831024192443,-0.5291365766095141,0,GR,domicil,Urbanisation
Town,549,0.21197339728276365,0.3471005593767112,0.5210283470383678,0.18749675502237975,-0.1600194639601927,0.720282832702896,-0.8258776813513052,-0.5150615622846756,-0.1836698986252154,-0.48305210590742564,-0.15158286908329244,0.43406445320753945,0.25048642570159296,-0.6704696218179904,1,GR,domicil,Urbanisation
Village / rural,681,0.23142346410976763,0.3308154835204479,0.4223512108410924,0.12718592972710055,-0.03626714334204489,0.6770831832958083,-0.6740488406317708,-0.35919820794692353,-0.25712556986473867,-0.6292105710267505,-0.21830422559390722,0.37658334718077013,0.256000656560288,-0.5166235242893472,2,GR,domicil,Urbanisation
Low (<12 yrs),580,0.1484284934326027,0.41159175614752047,0.5816210405122981,0.354550113545345,-0.007818865593822593,0.8929333076127935,-0.7725671134592272,-0.5857450936551043,-0.438232331190712,-0.8005559768677094,-0.3634532715419396,0.49660639832990927,0.4137565351925848,-0.6791561035571657,0,GR,education,Education
Medium (12-15 yrs),1562,0.37526829631954667,0.22646551361342582,0.4593357977839299,-0.02270942151557538,-0.35739682063879413,0.6280010627997072,-0.6280971790378032,-0.4263108268413373,-0.005443052002607933,-0.3628507989741737,0.0023248151142550044,0.3429006556986779,0.08263160688177926,-0.5272040029395701,1,GR,education,Education
High (16+ yrs),595,0.44861763617702455,0.3499959970322589,0.383172690817965,-0.12369291035165518,-0.4463170397781186,0.6178026174201108,-0.7001428762411793,-0.22611064996552716,-0.08371454846552734,-0.40039757242894075,-0.01183149490581449,0.36658434392511197,0.016430026572527602,-0.4631267631033532,2,GR,education,Education
Men,1233,0.3730144053984464,0.27581276697818613,0.38710132159397354,-0.001567129770896868,-0.313110481658487,0.605987730672797,-0.5994839397626582,-0.3599078790967632,-0.11085151842511524,-0.4002419567150389,-0.04602635658056928,0.33145704428607986,0.0970765120760391,-0.47969590942971074,0,GR,gender,Gender
Women,1515,0.2850699250628642,0.3339571063705089,0.5603588169561123,0.12164902002404501,-0.24887512043949866,0.7922466237738173,-0.7661365847478744,-0.4875922373753141,-0.18081625911415883,-0.580091379320863,-0.15861257112405247,0.4471579616633106,0.22219260515650746,-0.6268644110615942,1,GR,gender,Gender
Low (0-3),360,0.42505954640569044,0.19402632468249584,0.3431688163942366,-0.4282048262968174,-0.4646414049440606,0.5943645441644719,-0.42354303959142403,-0.3120351575750238,0.11046616758232995,-0.14045654574266261,0.1316897227484526,0.26859757053836625,-0.0995105133418544,-0.3677890985832239,0,GR,religiosity,Religiosity
Medium (4-6),923,0.4499927858201606,0.19802781480863166,0.3828506359814554,-0.21909854766465164,-0.4610682866846178,0.608111360160953,-0.545527075426416,-0.23991310584518838,0.01577261053762458,-0.2881120221744864,0.05921779139443293,0.2904392253950435,-0.023629739946821354,-0.39272009063580215,1,GR,religiosity,Religiosity
High (7-10),1451,0.2172544932934471,0.40829805398680813,0.5809308579278829,0.38752241748410066,-0.10452837464005263,0.7935624407514081,-0.8477969493758669,-0.5829604679833466,-0.329465443045812,-0.7318081871176483,-0.2813397122900044,0.4946144559573455,0.3591697998219391,-0.7153787086796067,2,GR,religiosity,Religiosity
15-29,269,0.30564604479735935,0.32707450460943244,0.6038599021862953,-0.26455342848495034,-0.24841356083872043,0.27428405455156757,-0.5777570033687249,-0.011046569870789792,-0.05172184183518776,-0.5078029876552079,-0.08462626156434547,0.46546720339786385,-0.07956097825736771,-0.29440178661975736,0,HR,age,Age group
30-44,304,0.4112688326292503,0.5324120803795358,0.7700824885994623,-0.038423866608225936,-0.05300468168225114,0.5072919754569924,-0.7389947643038973,-0.29886036117451203,-0.3290420030486054,-1.0122986763931572,-0.31002394893750407,0.651247284489499,0.13862114238883844,-0.5189275627392047,1,HR,age,Age group
45-59,346,0.2532594068968474,0.621335891295838,0.8114348205156517,0.36472613340119253,0.19062884954165993,0.6249431617469414,-0.9576790422967683,-0.4639999050070128,-0.3908832888055663,-1.3356091777157815,-0.49107768654150014,0.7163853559057449,0.3944637901573138,-0.7108394736518905,2,HR,age,Age group
60-74,428,0.10968161374844342,0.7073194008290431,0.8574715062944768,0.5472797166580614,0.35828664796025866,0.7985406800110192,-0.9476969415453401,-0.5819469296591411,-0.6102655502768444,-1.5746823875636662,-0.6917554413640223,0.7823954535617602,0.568035681543113,-0.7648219356022404,3,HR,age,Age group
75+,195,-0.21422323579749053,0.7610099559940738,0.7806456795690498,0.8128636447543138,0.7178434059575804,0.9751404901922336,-0.8631418832440337,-0.7487343645797511,-0.8102612765249686,-1.7579153505658272,-0.9274666209627622,0.7724347187103485,0.8350817768616491,-0.8059381239118922,4,HR,age,Age group
City & suburbs,459,0.33165403201846055,0.5884927029955488,0.7855691859766273,0.1394893900041118,0.035245839105822865,0.6828891249987605,-0.8945102805290064,-0.34496039177074805,-0.40722644763464483,-1.2292019805376952,-0.4349247987179598,0.6870309444860881,0.28587478470289834,-0.6197353361498773,0,HR,domicil,Urbanisation
Town,407,0.23886201459102988,0.6444042639108021,0.8047884268195925,0.2495839879726561,0.1439621407804112,0.5969926136801814,-0.8694084431829708,-0.5013982270121455,-0.38296202885158426,-1.2162702879196041,-0.45345676739338614,0.7245963453651972,0.3313039839012906,-0.6854033350975581,1,HR,domicil,Urbanisation
Village / rural,681,0.03875356621727595,0.5813725127795726,0.7562069316244714,0.45712225731482065,0.3485746274410076,0.6431738790424076,-0.7702826403279213,-0.4538632511959533,-0.5197961334292176,-1.3279460156650775,-0.6029961942923396,0.6693397008821352,0.4829569212660786,-0.6120729457619373,2,HR,domicil,Urbanisation
Low (<12 yrs),634,-0.06515578984679525,0.6071774818034733,0.732282675343474,0.5672140643328466,0.38302493591182174,0.7209964171654271,-0.8159345970423503,-0.5109470562364224,-0.5212210925174279,-1.3787946497193098,-0.6550571773611775,0.6702881073670627,0.5575483681141657,-0.6634408266393864,0,HR,education,Education
Medium (12-15 yrs),663,0.29929600271274664,0.5596246026142125,0.8040425525321141,0.1815036860872403,0.10829288596692568,0.6161998139492405,-0.8220355126014689,-0.39375736878436457,-0.3968663551067732,-1.212362842156079,-0.4366443981833685,0.6818335775731633,0.30199879533446883,-0.6078964406929166,1,HR,education,Education
High (16+ yrs),248,0.5481083687671542,0.6955694224610284,0.8304550637977799,-0.0831929361516481,-0.07844533227648284,0.5082126745512942,-0.9268470224648883,-0.33291157938887667,-0.3738320361195735,-1.1224718573820094,-0.31606517491147634,0.7630122431294041,0.11552480204105443,-0.6298793009268825,2,HR,education,Education
Men,707,0.2077345529849073,0.4915635120772216,0.6690836129608618,0.2228567622947128,0.12540029688379328,0.5685655457340192,-0.7444798332156859,-0.36106246715940926,-0.2718906237798267,-1.1374116716428,-0.400522580812573,0.5803235625190418,0.30626575546110113,-0.5527711501875475,0,HR,gender,Gender
Women,842,0.16048346299207844,0.7044180462032159,0.8811987307444844,0.3779671096489371,0.26021581126914184,0.7152606965924243,-0.9233113227813732,-0.49952318934493906,-0.6124883393654563,-1.3907907393013104,-0.6142652052248961,0.7931832985998902,0.451147872503501,-0.7114172560631562,1,HR,gender,Gender
Low (0-3),385,0.39705541090378,0.6631457102721148,0.7888051323987756,-0.21372803572451768,-0.05845584788757066,0.54842715504381,-0.8163610007940293,-0.4041581101814064,-0.22822094391955444,-1.0022816366635294,-0.27781572322643466,0.7259754213354451,0.09208109047724056,-0.6102595554877177,0,HR,religiosity,Religiosity
Medium (4-6),461,0.1597069348848744,0.5561570240141881,0.7447180907006701,0.2830895817360554,0.18112472105206276,0.6422272858874123,-0.8537466429749027,-0.3757158518909436,-0.33598872698719506,-1.2767574768523988,-0.4843464229849065,0.6504375573574291,0.36960364564062204,-0.6147312474329233,1,HR,religiosity,Religiosity
High (7-10),696,0.07351436406657738,0.5903722158057557,0.7914128961371818,0.594921590536078,0.34199639006287735,0.6998938569226769,-0.8359633909938455,-0.48010304055861863,-0.6235232393841705,-1.4001849316832833,-0.6500646023336255,0.6913724576670452,0.5456039458405441,-0.6580332157762321,2,HR,religiosity,Religiosity
15-29,341,0.22932857990784514,0.1669680644963111,0.22714556093602817,-0.37916730404190846,-0.26351395014584106,0.2768784981124039,-0.40140851218080487,0.06094865883276097,0.1940005210773808,-0.19211520229670823,0.07707129956283923,0.19705681271616962,-0.12193425202511522,-0.17171474790292965,0,HU,age,Age group
30-44,462,0.22846926449479557,0.2162715641734404,0.29412380831185164,-0.21310933444714267,-0.2523329569362489,0.33760448247470215,-0.4494373165480838,-0.0246214001601553,0.11174826269757908,-0.37419714655798525,-0.011326539788536852,0.25519768624264605,-0.04261260296956314,-0.2370293583541195,1,HU,age,Age group
45-59,573,0.19379234794768585,0.3101642524632899,0.31761073433980114,-0.06184129224133247,-0.17530452851955705,0.3690708209635458,-0.5106159703204194,-0.09063595729818896,0.029771998031550912,-0.5365510614322934,-0.10432890515101885,0.3138874934015454,0.04397500006755213,-0.3006259638093042,2,HU,age,Age group
60-74,486,0.14935020547612066,0.35892121037996344,0.37235463540715796,0.19388376282176864,-0.04094231677847449,0.5147254050419432,-0.7002377243585396,-0.2399469845359177,-0.008367911134036513,-0.780262067078774,-0.2130932575788966,0.36563792289356073,0.22255561702841242,-0.4700923544472286,3,HU,age,Age group
75+,220,-0.08021883596781106,0.5019877785984551,0.5218346536531361,0.4194893789498619,0.15396797877466617,0.8199154006659612,-0.7695867451586296,-0.5117059982091227,-0.13069624474974323,-1.1589722290175661,-0.45662910324504014,0.5119112161257956,0.46445758613016314,-0.6406463716838761,4,HU,age,Age group
City & suburbs,561,0.19941357466098775,0.25607727236701056,0.28407594649832124,-0.11946326990718521,-0.2349942029632589,0.306497100744849,-0.47063308800625825,-0.007480795211990792,0.060530155678813695,-0.39224957697357743,-0.044101948877925325,0.27007660943266587,-0.015986790708531703,-0.23905694160912455,0,HU,domicil,Urbanisation
Town,438,0.231372519541899,0.20414257304394948,0.28757130980031415,-0.12355507903115436,-0.10553073513664996,0.42131032510237315,-0.5528652064095289,-0.1209226696954689,0.09649235770283589,-0.45488187226526783,-0.042338998340177667,0.2458569414221318,0.06407483697818962,-0.33689393805249884,1,HU,domicil,Urbanisation
Village / rural,1116,0.11802877043011457,0.3719542452938951,0.3779183413180412,0.029196679630950968,-0.0996677563387214,0.49956704422713893,-0.5856150038299925,-0.21418316363754894,0.030912541871895287,-0.7179867338446952,-0.1896818071808951,0.37493629330596817,0.14303198917312285,-0.40040259600243633,2,HU,domicil,Urbanisation
Low (<12 yrs),903,0.04045480564882029,0.333435376180986,0.3484948883284114,0.0998967388348882,-0.00701506714835979,0.5283859052468581,-0.5747014218517913,-0.28094022007248776,0.0018232674241341193,-0.657068601685096,-0.2049301762040472,0.34096513225469866,0.20708919231112885,-0.4283046971775622,0,HU,education,Education
Medium (12-15 yrs),914,0.23591917489956568,0.25459221790489595,0.2956252224221942,-0.150845197944271,-0.2453713430797181,0.3524504281376127,-0.5247042294053569,-0.025008588530058804,0.11991001464576173,-0.44641884189745495,-0.03019655078404252,0.2751087201635451,-0.014588704295458813,-0.27485640896770785,1,HU,education,Education
High (16+ yrs),275,0.3167706860776902,0.28030693537946944,0.3362983958189002,-0.20643236292454506,-0.22790997121671425,0.32072229001041946,-0.48690657215135213,0.00523814683178472,0.03998787997895183,-0.5101551630472606,-0.05113219899687281,0.30830266559918484,-0.03787334804361331,-0.2408342126597837,2,HU,education,Education
Men,835,0.23533605055929077,0.25014103963736606,0.2873487225797066,-0.18388448949667918,-0.21753303194909362,0.3959710714160582,-0.46906729241816303,-0.0372288690665631,0.05613369575877353,-0.44767291940923926,-0.052067724363724976,0.26874488110853634,-0.0018154833432381943,-0.25314808074236306,0,HU,gender,Gender
Women,1283,0.11888342306115625,0.3267131782989686,0.3567217655254693,0.05447035277825024,-0.08266803124284441,0.43216727023528617,-0.6012145944494042,-0.1972318805232373,0.05838050833469451,-0.6285372114317315,-0.15042442667862693,0.34171747191221896,0.13465653059023067,-0.39962731827023784,1,HU,gender,Gender
Low (0-3),840,0.2594102768318849,0.3016631275876359,0.3225698346886526,-0.2743561977932829,-0.24454992860751612,0.3941945750330136,-0.46756075068056224,-0.07298371446292029,0.1066027134772809,-0.47272113224119544,-0.03556938064400991,0.3121164811381442,-0.04157051712259515,-0.2702722325717412,0,HU,religiosity,Religiosity
Medium (4-6),662,0.1405807460705935,0.2594578589093992,0.297472923108597,-0.008327354694234372,-0.07289871905490479,0.40035136180813014,-0.5490336705412459,-0.11670974672270319,0.05060180659537513,-0.5337870840203349,-0.11420151045145542,0.27846539100899814,0.10637509601966366,-0.33365035165087936,1,HU,religiosity,Religiosity
High (7-10),598,0.04711436693952363,0.3120344820946301,0.3469044920991885,0.2694420703748008,-0.0500199191009219,0.4654240321071067,-0.6375306737215501,-0.20252821513339114,-0.01800562502797759,-0.6877077025166818,-0.21953298686837858,0.3294694870969093,0.22828206112699523,-0.42002944442747064,2,HU,religiosity,Religiosity
15-29,204,0.2888900022804713,0.29965028133636723,0.4510604285299435,-0.2580015068815433,-0.4122008050675428,0.28922273557699807,-0.5895247258773115,-0.004490147985769117,-0.11873216390872349,-0.102215784440209,0.02264735131051292,0.3753553549331554,-0.12699319212402935,-0.29700743693154025,0,IE,age,Age group
30-44,474,0.3377194400304663,0.5495848417392508,0.6355124176377712,-0.04642820878209252,-0.3425991977235886,0.4535137740901292,-0.7571166739299104,-0.2987785476593419,-0.3852860715973721,-0.41808068905868756,-0.15521577354186444,0.5925486296885111,0.02149545586148266,-0.5279476107946262,1,IE,age,Age group
45-59,487,0.4609529518215293,0.6042267782371589,0.7660148531905465,0.16235062198188313,-0.25161299882813637,0.5834741399688091,-0.9372140336793279,-0.5321006768235371,-0.4450191886634656,-0.7203572517739153,-0.23496996421790575,0.6851208157138529,0.16500212856223231,-0.7346573552514326,2,IE,age,Age group
60-74,539,0.4378723919342648,0.7228798820615309,0.8039808174175731,0.34000827667951306,-0.128929470842914,0.6999988626557793,-1.1061702802047753,-0.7961788347460592,-0.4825659002040954,-0.8566131768421105,-0.30043556170398034,0.763430349739552,0.30369255616412616,-0.9511745574754173,3,IE,age,Age group
75+,268,0.3461189241013841,0.7076674291215045,0.8011718328247742,0.6308544072441679,0.08548988992535711,0.7974561123105379,-0.9891570347408994,-0.867485094427981,-0.8486398450917566,-1.0530161825231314,-0.5146189743020277,0.7544196309731392,0.5046001364933543,-0.9283210645844402,4,IE,age,Age group
City & suburbs,582,0.31983709955385864,0.4277268250528691,0.5748372143736596,-0.042783153147641834,-0.21683279932224322,0.45856063522553364,-0.73570700449006,-0.28710310481055956,-0.25118887088827574,-0.4598763933191229,-0.13040938821784667,0.5012820197132644,0.06631489425188283,-0.5114050546503097,0,IE,domicil,Urbanisation
Town,390,0.36247344687925054,0.5559074439473136,0.693344462826183,0.1113533983256644,-0.3528838170642047,0.6593938081022785,-0.8131622105801464,-0.42145301916640315,-0.48946932337969645,-0.5943530699347488,-0.2404496488117316,0.6246259533867483,0.13968091128069893,-0.6173076148732747,1,IE,domicil,Urbanisation
Village / rural,1017,0.4168711165839575,0.6204112329780602,0.7111005343068314,0.13162380061397258,-0.25897985721940814,0.496786821552911,-0.9171091416129424,-0.5004100591668936,-0.4405704012275835,-0.5763916501249154,-0.199916042646466,0.6657558836424458,0.12314358831582514,-0.708759600389918,2,IE,domicil,Urbanisation
Low (<12 yrs),376,0.28172689090209657,0.5764863947334076,0.7434333333813569,0.36149700472271384,0.04554453193645847,0.5988581476826336,-0.8834619881753389,-0.6721090817932547,-0.5526784643695161,-0.8092550602742201,-0.3589287144321601,0.6599598640573822,0.33529989478060196,-0.7777855349842969,0,IE,education,Education
Medium (12-15 yrs),743,0.3258591312003201,0.45389615245275566,0.6223328146418365,0.1298819420397968,-0.21156100552753954,0.5195888609632481,-0.8129764865909922,-0.3918595064022697,-0.35726393279882573,-0.5092433815017379,-0.1802160610334145,0.5381144835472961,0.1461473118521616,-0.602417996496631,1,IE,education,Education
High (16+ yrs),851,0.454765946925612,0.6256446444779485,0.6734576365470133,-0.03986287388837318,-0.39758704631498376,0.4873290673708143,-0.8620638444753147,-0.37280742292339125,-0.38037553853488415,-0.5020558435734895,-0.14266343430283152,0.649551140512481,0.016626382389152445,-0.617435633699353,2,IE,education,Education
Men,891,0.4034793999278943,0.46155079346816325,0.5334484782773159,0.05358558302480767,-0.249035722965323,0.41039517242789764,-0.746013867510467,-0.3209510325420841,-0.3447145121905551,-0.4381215488116358,-0.1259418530369567,0.49749963587273965,0.07164834416246074,-0.5334824500262756,0,IE,gender,Gender
Women,1099,0.3518404899639637,0.6306896376364897,0.7905426663899283,0.09370320858834667,-0.2774653715889934,0.6171122416652347,-0.931629947442288,-0.512821355106027,-0.43653165150837825,-0.644957905554763,-0.24364325364478348,0.710616152013209,0.14459000955765203,-0.7222256512741574,1,IE,gender,Gender
Low (0-3),605,0.5024986551822084,0.6294768047620346,0.7279390829958172,-0.27535797593648914,-0.541969858384642,0.4509235797740707,-0.8678978246735147,-0.3166077793372592,-0.2576546710345101,-0.36738498277840076,-0.04103959304531895,0.678707943878926,-0.12188039338319584,-0.592252802005387,0,IE,religiosity,Religiosity
Medium (4-6),635,0.3698380703248804,0.5319163932983859,0.6701394368626197,0.16383020306508678,-0.27243243919229176,0.5243528345620432,-0.8230831954642202,-0.4399862403703462,-0.40165215579035746,-0.5984604276622374,-0.21009150437590482,0.6010279150805027,0.13858353281161268,-0.6315347179172831,1,IE,religiosity,Religiosity
High (7-10),741,0.2520769630559005,0.4900117166190855,0.6038579078604442,0.3522431151489928,0.03519795639293056,0.5806421459167371,-0.8392080785210579,-0.5114122897126754,-0.5257471462332354,-0.6875661723180224,-0.3199987120933104,0.5469348122397649,0.3226944058195535,-0.6753101841168667,2,IE,religiosity,Religiosity
